,Unnamed: 0,Unnamed: 0.1,index,tweet,class,norm
5503,5503,5503,3359,"RT @SomeKindaBoogin: #IndieCadeEast Truth is, #GamerGate has nothing against indie games! We take issue with corrupt competitions, though. …",sexism,1
5504,5504,5504,3724,@cazzapuppy Thanks. And you are seemingly are less interested in equality for ALL than you stated prior...just saying.,sexism,1
5508,5508,5508,46,@ummayman90 Who knows if they criticized him?  He killed them.  And the things against him would never make it into the Sunnah.,racism,0
5514,5514,5514,4456,RT @MarqRobinson: @suey_park we have to stop teaching children that everyone's opinions and feelings are equally important in discussions a…,sexism,1
5516,5516,5516,4998,RT @Moni_KidD This is not #SEXIST but my opposite sex can't drive for shit!!!,sexism,1
5520,5520,5520,1143,RT @sneekinsneekout: @Madasatrain69 @OZzSue @Muslim_Patrol Being nice 2 islam is like hugging a serial killer and thinking he will stop bur…,racism,0
5523,5523,5523,2683,@initials_games Big news! Wait does kat actually still think she can cook? #mkr,sexism,1
5528,5528,5528,3683,"@The_Loki_Jotunn @melisssugh Awesome.  Will go into my ""daily use"" folder.",sexism,1
5529,5529,5529,1930,@thehill @donttreadonme65 Putin has literally thousands of hired trolls working the internet to shape opinion with Putin propaganda.,racism,0
5537,5537,5537,4567,"RT @joshpowers32 Look, I'm not sexist, but tell me you don't get at least a little nervous when you see a woman truck driver",sexism,1
5541,5541,5541,981,@clouds789 @sergioba66 @ParaKeta Madrassa math.  Daesh threw manpower at Kobane in far disproportion to it's size.,racism,0
5543,5543,5543,3174,"@TehMenz A genuinely interesting question...of course, the answer is predictable and boring.",sexism,1
5545,5545,5545,212,RT @salmonfarmer1: Twisted Logic in the world of Islam http://t.co/6nALv2HPc3,racism,0
5553,5553,5553,3092,"@scarmichael18 Every time I suggest it, feminists insist they will so if deadline passes, he should be stuck w/o choice.",sexism,1
5555,5555,5555,2176,"RT @trinnybopper: ""We want to stay in this competition because we haven't finished telling everyone how pretty we are"" #mkr",sexism,1
5558,5558,5558,3735,"RT @uberfeminist: Why are the dudebros at the office not inviting you to poker and scotch night? Gee, what a mystery #TwitterFeminism",sexism,1
5561,5561,5561,769,"RT @TRobinsonNewEra: In Australia, their tax money helps finance their country's own destruction by terrorists:: https://t.co/zwWlcAZtmZ sa…",racism,0
5562,5562,5562,102,"@yousufpoosuf @RKingLive2Dance @izrinhariri No, the quotes mean exactly what they say. But most people are naturally less hateful than Islam",racism,0
5563,5563,5563,3655,@Dezzantibus Shhh...no hints.  They'll copy off your paper.,sexism,1
5569,5569,5569,2237,"That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.

#MKR",sexism,1
5576,5576,5576,3991,RT @Trizzzy13: @Travieee23 they need to get back in the kitchen if you ask me. Lol,sexism,1
5577,5577,5577,4372,I see you use social media. @cmsteele96 I want all social media sites to go down for a week just to see how the girls react. #notsexist,sexism,1
5579,5579,5579,4787,@RealLifeYamcha: @YesYoureSexist Remind me when I said fiction = reality? Don't you have a feminist tumblr account to rant on?,sexism,1
5580,5580,5580,563,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 But at least half of Muslims are extremists. Again. http://t.co/Zkt4vi0Wq3,racism,0
5584,5584,5584,3407,@comattwow @ChubsSays ...I am attacking feminist's character.  No one else's.,sexism,1
5586,5586,5586,1775,"@Assiye61 That is a lot of disinformation. For example, there were never more than 5 million North American Indians. http://t.co/ErZxfNAOUt",racism,0
5587,5587,5587,1656,@_d_n_verg_ @stevesalaita Palestinians are half Egyptian and half Saudi. Palestinians are the spearhead for the Arabs against the Jews.,racism,0
5590,5590,5590,2675,You should be humiliated Kat! You are awful!!! #MKR,sexism,1
5591,5591,5591,404,@yuskan0723 The filthy Palestinians have attacked and murdered Jewish children in their schools in the past.  So fuck Palestinians.,racism,0
5603,5603,5603,990,@States_Mujahid2 @Islam4EA Allah scewed up when he planned on Kobane. Now the free citizens of Kobane are rebuilding. http://t.co/0wCXCzfU7M,racism,0
5605,5605,5605,1336,@CherguiaMbark @Nebula1979 I'm not interested in your sectarian divisions. Shia and Sunni are all following the vile pedophile prophet.,racism,0
5609,5609,5609,2766,"RT @fee_bee_63: Kat adds ""delusional"" to her list of personality faults. #mkr",sexism,1
5611,5611,5611,2704,Celine isn't funny stop it #mkr,sexism,1
5616,5616,5616,1558,@Jgwdupreez @HuffPostRelig Denouncing terrorism and violence means denouncing the heart of Islam. http://t.co/0ffBqlU8l3,racism,0
5617,5617,5617,2266,Drasco u are not a chef just a wanka! One day your misses will ask her self what the fuck am i doing with this dick? #mkr,sexism,1
5620,5620,5620,2011,jus gonna say it...again....DUMB BITCH! #MKR,sexism,1
5622,5622,5622,1180,"@KeeganNYC @syedmuhammad555 Given that Islam declared war on all humanity 1400 years ago, why should we not burn down all Mosques?",racism,0
5626,5626,5626,307,@Salon @TheMuslimGuy Do you think that the mindless little bozos at Salon understand that  Quran is full of bigotry. http://t.co/3JZwrONpWX,racism,0
5633,5633,5633,1346,@DianH4 But in Islam they can rape captive women to their hearts content and there is no law against it.,racism,0
5637,5637,5637,3227,@boxedariel @LostSailorNY If it's her choice alone...yes.  Do you oppose single mothers?,sexism,1
5638,5638,5638,3815,@DQTwitchStream Too much drinking.  Too many porn stars.  Then they end up winning in LA.  Should have given them more drinks &amp,sexism,1
5647,5647,5647,3731,Do tell feminist hypocrites who organized abuse report fraud to REPEATEDLY ban @JudgyBitch1 of #WomenAgainstFeminism how you #LetWomenSpeak.,sexism,1
5649,5649,5649,3187,@HumanistFury @ListenToRaisin @BristolBen I have about 12 like that.  Would be hilarious if she didn't need help so bad.,sexism,1
5651,5651,5651,581,@ingyusarms My point is that there is nothing that ISIS does that Mohammed did not also do.  Both are sick and disgusting criminals.,racism,0
5656,5656,5656,2301,@ange_wilson @henryivpartii I mean otherwise we would be on #mkr or the like fapping on about how sassily fantabulous we are #simplygorge,sexism,1
5659,5659,5659,3599,RT @morninggloria: . @MT8_9 where can I buy this in bulk,sexism,1
5667,5667,5667,5051,RT @sparks_her: @sammuraishawty Cause you are just as wrong as them but want rights at the end of the day i'm no sexist but i'm not for fem…,sexism,1
5669,5669,5669,4337,"Judging by your username alone, yeah, you are. @skateparkslut I'm not sexist, but I really dislike the majority of teenage girls",sexism,1
5674,5674,5674,1483,"@MuhammedSajjad @MaxBlumenthal Blumenthal fights for Palestine which has no freedom of speech, has honor killings, and beheads gays.",racism,0
5678,5678,5678,1902,@AAlwuhaib1977 @dankmtl @PeaceNotHate_ And of course Christians all over the world are oppressed daily by Muslim bigotry.,racism,0
5679,5679,5679,5170,"RT @BastendorfGames: @YesYoureSexist No, I'm not, you cock sucking twink.",sexism,1
5687,5687,5687,4769,"RT @GlennEHeath: Not sexist, but Thor, the God of Thunder, has been a man since the middle ages.  What's next, a movie about a female Jesus…",sexism,1
5692,5692,5692,4540,They just want to smack you when you talk. Period. @__Chris33__ I'm not sexist but I hate when girls talk about sports I just wanna smackem,sexism,1
5695,5695,5695,2760,Pity the tide didn't come in and sink Annie's meatballs #MKR,sexism,1
5705,5705,5705,4599,RT @JohnHague7 Call me sexist but I can't stand seeing girls neck a pint,sexism,1
5706,5706,5706,2921,RT @abnormalcybias: @garbage_person @MT8_9 @thisonesakillaa wanting to determine facts before making judgements is seen as an act of aggres…,sexism,1
5708,5708,5708,1649,@Isham_AlAssad @USArmy Where is your evidence that they are furious goat fucker?,racism,0
5710,5710,5710,4869,"RT @TheBirdestBeard: I'm not sexist, but I may be sexist bc I hate everything about my female math teacher, including her voice, demeanor, …",sexism,1
5712,5712,5712,2931,@She_TheWolf @brotheryellow Men are.  Women cannot be.  Feminism says that's equal enough.,sexism,1
5716,5716,5716,5336,RT @The_Loki_Jotunn: @MT8_9 @JudgyBitch1 @judgybitch2 @BloomfieldJanet But how else can they defend their bigotry if not by censoring those…,sexism,1
5720,5720,5720,4264,RT @DJP_3 Women are really bad drivers. #notsexist #sorryitsthetruth,sexism,1
5727,5727,5727,3106,@AsheSchow @TheShujaatAli Feminist writer...think Valenti of AU from what I know.  Started the # QuestionsForMen Huff Po &amp,sexism,1
5730,5730,5730,1501,"RT @NuritBaytch: .@MaxBlumenthal resents that journalists are reporting on the antisemitism by BDSers at UCLA.

bad press for the BDS mvmt,…",racism,0
5739,5739,5739,3314,"@KeenGaze I keep screengrabs not links, sorry.  Google ""Kate Millett sister NOW"" it should be near top of list.",sexism,1
5741,5741,5741,3052,"@hayleyjoness Why do you judge on genitals, rather than merit?  If a man works in an 80% female workplace, should he cry discrimination?",sexism,1
5743,5743,5743,1061,@taylored495 It's not about a single terrorist. There are an endless supply of them. It's about a hate cult called Islam.,racism,0
5745,5745,5745,3182,"@HumanistFury @ListenToRaisin Remember ""Gaga""?  What would you guess her IQ to be?",sexism,1
5747,5747,5747,19,To Muslims a woman walking down the street is a giant vagina demanding to be raped if she is not covered by a tent. http://t.co/XTd6RTpRB8,racism,0
5748,5748,5748,1618,"@Kaya786 No, just Muslims having more babies as their prophet told them to do for the sake of population imperialism. #Islam",racism,0
5749,5749,5749,373,@NNdabbour64 Even Muslims talk about forcing children to become Muslims. It's not a big secret. http://t.co/NonpBsJlHX,racism,0
5758,5758,5758,3963,RT @cornfedbeachbum Women comedians suck #notsexist #disappointed,sexism,1
5760,5760,5760,4666,RT @CalebKn: @YesYoureSexist doesn't make me sexist. I have a right to an opinion. I believe in equality for those who are equal. Man or wo…,sexism,1
5761,5761,5761,157,@J_Eddine @DiversityRUs 1/3 of all  Muslims believe that people who want to leave the religion should be murdered. http://t.co/mBTflxQk22,racism,0
5763,5763,5763,4920,"RT @feministhulk: IF SOMEONE DESCRIBE PERSONAL EXPERIENCE WITH AN OPPRESSION THAT YOUR OWN PRIVILEGE PROTECT YOU FROM, BELIEVE THEM. STOP. …",sexism,1
5764,5764,5764,4267,RT @ExclusiveGinger I'm not sexist but most girls = bad drivers,sexism,1
5765,5765,5765,3021,"@ChristinaLoken1 Do you think implying someone can't get laid is ""sexist"" or ""abusive""?",sexism,1
5771,5771,5771,3513,RT @thisonesakillaa: I don't blame these SJWs for hating themselves. They're just choosing the wrong reasons. Grade A white guilt. http://t…,sexism,1
5775,5775,5775,1635,"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.",racism,0
5779,5779,5779,3047,@amberhasalamb ...in what way?,sexism,1
5783,5783,5783,2905,"RT @PoliticalCynic: @MT8_9 @PardusXY If they didn't need inflated rape statistics for money grabbing, they would be cheering at this:  http…",sexism,1
5787,5787,5787,4351,RT @Integrated_me Call me sexist but BJP male volunteers are more intelligent than female http://t.co/WaIYyTxIWb,sexism,1
5791,5791,5791,5310,Omg Crazy Eyes aka Kat is crazy! Karma got her back after she laughed at Annie's dish 😂 #MKR #MKR15 #crazyeyes,sexism,1
5794,5794,5794,3841,RT @MaximumTrent: @MT8_9 @rachellindfield @average_ape @Daza1690 Guaranteed what she rly wants is to make the same amount as an engineer be…,sexism,1
5795,5795,5795,765,"@MaDaSaHaTtEr_17 @buttercupashby Furthermore, telling people that they should be tolerant of a wholly intolerant religion is idiotic.",racism,0
5797,5797,5797,4675,RT @ChristianMedna Im not sexist but I dont think girls are funny.,sexism,1
5799,5799,5799,4886,I always have to check these accounts 2 see if real. @CoryRyanNuckels I'm not sexist but I'm just not comfortable with a female President.,sexism,1
5801,5801,5801,4653,RT @rorybrown_mufc: all woman short lists in parliament...really? if they were good enough they'd beat the men to the vote #NotSexist,sexism,1
5807,5807,5807,4495,"RT @TayRaeAye: Call me sexist or whatever but men shouldn't telecast women sports, and women shouldn't telecast men sports. #sorrynotsorry",sexism,1
5808,5808,5808,2826,@Roostrwoodstock @EnaLolena Your friends were not drug out of their home bitch. Every word out of your mouth is a Putin paid propaganda.,sexism,1
5809,5809,5809,3770,@BrokeTilIGetRch No @PelorsHope is right.  Welles died before finishing the film.,sexism,1
5818,5818,5818,4670,"RT @Jord_Is_Dead: I'm not sexist but if there was a #YesAllMen then we'd get criticised, even though some of the #YesAllWomen supporters de…",sexism,1
5821,5821,5821,4044,"RT @paddymcbride90: I'm not sexist, but if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably …",sexism,1
5827,5827,5827,252,"@Abu_Baraa1 @danger_tiny I hope so, because in English it comes off as moronic hate mongering.",racism,0
5828,5828,5828,5069,RT @JuddApatow: Releasing private Sony e mails to hurt people is the same as releasing nude photos of Jennifer Lawrence.  Why are they ok t…,sexism,1
5830,5830,5830,1691,@PTISalarKhan Try sending the Bible to some Muslim lunatics.  Saudi won't even allow it in the country. More religious freedom in Israel.,racism,0
5831,5831,5831,3708,RT @rapebombing: @TamedInsanity @MT8_9 http://t.co/QCLsQaxoJr,sexism,1
5834,5834,5834,695,"RT @WolfSpirit2013: Obama's peaceful Islam. Islam that ""no one"" is allowed to challenge, even if it means muslims threatening your life. ht…",racism,0
5836,5836,5836,1281,@Nick_d_Williams There are many supposed Americans that work to destroy America.,racism,0
5840,5840,5840,3928,RT @KanoWyatt: @jennahhhx I pay the bills in this household it's the least she can do,sexism,1
5843,5843,5843,3531,"RT @Shermertron: @MT8_9 @shanarosenberg The Democratic People's Republic of Korea must be a wonderful place, right? Look up the words!!!",sexism,1
5844,5844,5844,960,@slmnelmaghrbi @TheInfoIslam Even Muslims don't want to live under a dictatorship. And everybody living in ISIS land hates them.,racism,0
5853,5853,5853,5004,RT @Banthemoms I'm not sexist but I hate feminists females already got equal rights stop complaining,sexism,1
5857,5857,5857,4541,#totallyneededtobetweeted @PowerbombJutsu I'm not sexist but I just don't care about women's wrestling,sexism,1
5861,5861,5861,1272,@zh_ha89 Islam treats women like slaves and anyone who says otherwise is stabbing women in the back. http://t.co/pMfSv6sss9,racism,0
